Iteration,Input Generate Time,Profile Generate Time,Task Generate Time,Task Implications Time,Sender Offer Generation Time,Receiver Offer Generation Time,Decision-making Time,Running Time,Total Rounds,Input,Mapping,Sender,A_yes_counts,B_yes_counts
1,0.1297230720520019,0.0660302639007568,0.0827167034149169,0.0333662033081054,0.010142,0.0083333,0.0087031,2.720301866531372,17,50,50,B,20,25
2,0.1153440475463867,0.0681028366088867,0.0826935768127441,0.0500855445861816,0.0159421,0.0119414,0.0065356,2.618377685546875,11,50,50,A,30,22
3,0.1155669689178466,0.0641367435455322,0.1229143142700195,0.0437510013580322,0.0139197,0.0126064,0.0084457,2.6851155757904053,20,50,50,A,27,22
4,0.1258153915405273,0.0617811679840087,0.079866886138916,0.046602725982666,0.0113081,0.0111685,0.0091532,2.47505259513855,16,50,50,B,24,24
5,0.1160955429077148,0.0669071674346923,0.0820512771606445,0.0503778457641601,0.0135521,0.0108497,0.0074939,2.586755752563477,14,50,50,B,23,25
6,0.1168642044067382,0.0672488212585449,0.0854694843292236,0.050459861755371,0.0130175,0.008972,0.005394,2.683543920516968,19,50,50,B,20,27
7,0.1170206069946289,0.0659346580505371,0.0799415111541748,0.0521624088287353,0.0102752,0.0111131,0.0069838,2.466860294342041,22,50,50,A,20,31
8,0.1172382831573486,0.0668661594390869,0.0841012001037597,0.0504577159881591,0.0107441,0.010073,0.0073889,2.533241033554077,11,50,50,A,25,26
9,0.1171305179595947,0.0665783882141113,0.0820167064666748,0.0335791110992431,0.0119479,0.0092012,0.0065718,2.750038146972656,17,50,50,B,25,27
10,0.1333556175231933,0.0665881633758544,0.0827112197875976,0.0524358749389648,0.0153327,0.0127371,0.0073911,2.4673008918762207,29,50,50,A,28,26
11,0.1166679859161377,0.0671796798706054,0.0872712135314941,0.0492787361145019,0.0092804,0.0128502,0.0089685,2.333367347717285,9,50,50,A,19,30
12,0.113924503326416,0.0667228698730468,0.083329439163208,0.0506749153137207,0.0125462,0.0084423,0.0053221,2.599376916885376,20,50,50,A,28,20
13,0.1172013282775878,0.0500726699829101,0.0819544792175293,0.0500416755676269,0.0098385,0.0086245,0.0092202,2.498742818832397,19,50,50,A,22,23
14,0.108849287033081,0.0634741783142089,0.0786459445953369,0.047508955001831,0.0106346,0.0125279,0.0076088,2.5982918739318848,16,50,50,B,28,22
15,0.1175158023834228,0.0659413337707519,0.0828888416290283,0.0325136184692382,0.014607,0.012243,0.00749,2.4877710342407227,23,50,50,A,32,24
