Iteration,Input Generate Time,Profile Generate Time,Task Generate Time,Task Implications Time,Sender Offer Generation Time,Receiver Offer Generation Time,Decision-making Time,Running Time,Total Rounds,Input,Mapping,Sender,A_yes_counts,B_yes_counts
1,0.1161978244781494,0.0668768882751464,0.0997166633605957,0.0502877235412597,0.0171267,0.0132778,0.0062316,2.6657516956329346,15,100,10,A,55,47
2,0.1696846485137939,0.0851500034332275,0.1302993297576904,0.0523736476898193,0.0228398,0.0214983,0.0083773,3.049938440322876,10,100,10,A,49,52
3,0.134033203125,0.0665185451507568,0.0996561050415039,0.0488975048065185,0.0136119,0.0156236,0.0063517,2.634987592697144,8,100,10,B,51,47
4,0.1170077323913574,0.0660772323608398,0.1021878719329834,0.0503084659576416,0.0246453,0.0196478,0.0,2.500349998474121,1,100,10,B,57,48
5,0.1360278129577636,0.0813777446746826,0.09946870803833,0.0488665103912353,0.018333,0.0179068,0.0073175,3.025043487548828,47,100,10,A,53,43
6,0.1966447830200195,0.1008832454681396,0.1148982048034668,0.0592758655548095,0.0274162,0.0157368,0.0100229,2.972556829452514,5,100,10,A,48,46
7,0.1457266807556152,0.0832188129425048,0.1138582229614257,0.0547497272491455,0.0233132,0.0197439,0.0085146,2.9696857929229736,11,100,10,A,61,46
8,0.1663987636566162,0.0889534950256347,0.2034451961517334,0.0622382164001464,0.0222384,0.0326614,0.0079905,3.3419439792633057,39,100,10,B,53,47
9,0.1326007843017578,0.066124677658081,0.1021718978881836,0.0633480548858642,0.0173208,0.0139234,0.0080497,2.8225576877593994,14,100,10,A,47,42
10,0.1323750019073486,0.0660955905914306,0.1209869384765625,0.0504424571990966,0.0200097,0.0225968,0.0082151,2.6358802318573,8,100,10,B,53,62
11,0.1342451572418213,0.0655710697174072,0.1169648170471191,0.0491237640380859,0.0152079,0.0164221,0.0046817,2.7998366355896,48,100,10,A,53,51
12,0.1337141990661621,0.1010060310363769,0.1355443000793457,0.0509238243103027,0.0238086,0.0171808,0.0047348,2.8191606998443604,17,100,10,B,58,62
13,0.1334273815155029,0.0671002864837646,0.1141121387481689,0.050159215927124,0.0166059,0.0140726,0.0045538,2.888489246368408,29,100,10,B,45,49
14,0.1329255104064941,0.0664412975311279,0.099968671798706,0.0505659580230712,0.0167751,0.0147304,0.0091692,2.7331857681274414,13,100,10,B,42,53
15,0.1338045597076416,0.0999512672424316,0.1138181686401367,0.051070213317871,0.0168342,0.0198353,0.0054312,2.665320873260498,14,100,10,B,57,49
