Iteration,Input Generate Time,Profile Generate Time,Task Generate Time,Task Implications Time,Sender Offer Generation Time,Receiver Offer Generation Time,Decision-making Time,Running Time,Total Rounds,Input,Mapping,Sender,A_yes_counts,B_yes_counts
1,0.1175422668457031,0.0663249492645263,0.0823507308959961,0.0337297916412353,0.0110821,0.0085222,0.0066646,2.516693353652954,2,50,38,B,25,26
2,0.1339552402496338,0.0646603107452392,0.0835959911346435,0.0501537322998046,0.0126359,0.0123752,0.007898,2.483445167541504,6,50,38,A,27,30
3,0.1157951354980468,0.0671360492706298,0.0839118957519531,0.0507361888885498,0.0104923,0.0105518,0.0084032,2.615203619003296,14,50,38,A,24,27
4,0.1173455715179443,0.0664026737213134,0.0830316543579101,0.0360450744628906,0.0109942,0.0086685,0.0069442,2.50248122215271,2,50,38,A,27,23
5,0.133181095123291,0.0668797492980957,0.083134651184082,0.049436330795288,0.0100556,0.0103993,0.0063789,3.1891324520111084,2,50,38,A,29,25
6,0.1335115432739257,0.0667803287506103,0.0831978321075439,0.0496554374694824,0.0147172,0.0120982,0.0092558,2.73380446434021,8,50,38,B,24,26
7,0.1351921558380127,0.0818533897399902,0.1103737354278564,0.1013746261596679,0.0202174,0.0238576,0.0167301,3.263730049133301,26,50,38,B,25,29
8,0.1424553394317627,0.0622205734252929,0.0841097831726074,0.0512225627899169,0.0166203,0.0125495,0.0085796,3.4332783222198486,4,50,38,A,33,27
9,0.121323823928833,0.1070647239685058,0.0938005447387695,0.0427026748657226,0.0155611,0.0115581,0.0070133,2.800849437713623,5,50,38,A,28,20
10,0.1273186206817627,0.0694029331207275,0.0858428478240966,0.0471918582916259,0.0136899,0.0108522,0.0086589,2.4315788745880127,5,50,38,A,28,25
11,0.1437127590179443,0.0748224258422851,0.1002287864685058,0.0487654209136962,0.0131931,0.0144443,0.0079749,2.6682562828063965,7,50,38,A,27,31
12,0.135270357131958,0.0662946701049804,0.0831630229949951,0.0512199401855468,0.0114621,0.0138946,0.0080143,2.701106071472168,5,50,38,B,29,25
13,0.116692304611206,0.0678105354309082,0.0819118022918701,0.0316278934478759,0.0106187,0.0079222,0.0091454,2.533280611038208,3,50,38,A,26,23
14,0.1663124561309814,0.0673816204071044,0.0822739601135253,0.0500645637512207,0.012661,0.0085971,0.0083323,2.6321053504943848,8,50,38,B,22,24
15,0.1208715438842773,0.0660386085510253,0.0833790302276611,0.0504732131958007,0.0093429,0.0101005,0.0076811,2.450273275375366,5,50,38,A,20,26
