Iteration,Input Generate Time,Profile Generate Time,Task Generate Time,Task Implications Time,Sender Offer Generation Time,Receiver Offer Generation Time,Decision-making Time,Running Time,Total Rounds,Input,Mapping,Sender,A_yes_counts,B_yes_counts
1,0.1710865497589111,0.1418924331665039,0.2105579376220703,0.1283845901489257,1.3485718,1.3286954,0.0535207,28.090426206588745,302,500,50,B,254,260
2,0.2054641246795654,0.1572108268737793,0.2221572399139404,0.142906904220581,1.2595605,1.4982288,0.064599,18.691744565963745,198,500,50,B,254,235
3,0.1729795932769775,0.1417791843414306,0.2048654556274414,0.129711627960205,1.4139202,1.1155998,0.0459877,24.03552937507629,311,500,50,A,251,223
4,0.2539501190185547,0.1582722663879394,0.2114183902740478,0.1501102447509765,1.3974119,1.3924125,0.0554538,18.572410583496094,208,500,50,B,245,264
5,0.1805229187011718,0.1206467151641845,0.2193305492401123,0.1304078102111816,1.3386877,1.439603,0.0435195,27.212517261505127,337,500,50,A,259,248
6,0.1814222335815429,0.1415262222290039,0.2604873180389404,0.1207349300384521,1.2718904,1.2335336,0.0385648,26.54241752624512,352,500,50,A,246,234
7,0.1870973110198974,0.1363773345947265,0.2181627750396728,0.1280934810638427,1.4606658,1.5105952,0.0707213,23.281428575515747,261,500,50,A,264,252
8,0.2066352367401123,0.1368091106414795,0.2028000354766845,0.1323301792144775,1.5350317,1.5912857,0.0657459,28.9550199508667,318,500,50,A,262,274
9,0.1830942630767822,0.1412971019744873,0.2146978378295898,0.1235015392303466,1.321135,1.8236516,0.0512374,26.101063013076782,298,500,50,B,254,245
10,0.2096590995788574,0.1379868984222412,0.2272768020629882,0.125995397567749,1.3140081,1.5075,0.0567479,23.84912896156311,254,500,50,B,273,233
11,0.1817264556884765,0.2264914512634277,0.2420060634613037,0.1472563743591308,1.2779632,1.4441277,0.0569237,24.812448740005493,286,500,50,B,256,243
12,0.2029550075531005,0.1915817260742187,0.2779395580291748,0.1340322494506836,1.3039252,1.6024459,0.0883047,20.768540143966675,198,500,50,A,243,266
13,0.2068309783935547,0.1429717540740966,0.2442724704742431,0.1175959110260009,1.3833995,1.4406076,0.0764443,19.911092281341556,208,500,50,B,255,253
14,0.1953442096710205,0.1460890769958496,0.2645065784454345,0.1254534721374511,1.3394532,1.3782276,0.0407631,28.002700090408325,361,500,50,B,241,253
15,0.2061090469360351,0.1417114734649658,0.2197186946868896,0.1352956295013427,1.5610267,1.3875529,0.0583747,23.255704879760746,295,500,50,B,240,265
