Iteration,Input Generate Time,Profile Generate Time,Task Generate Time,Task Implications Time,Sender Offer Generation Time,Receiver Offer Generation Time,Decision-making Time,Running Time,Total Rounds,Input,Mapping,Sender,A_yes_counts,B_yes_counts
1,0.173133373260498,0.1267449855804443,0.2327194213867187,0.1628801822662353,2.3915971,1.9538392,0.0899977,50.68667149543762,474,500,150,A,262,268
2,0.1729803085327148,0.1412672996520996,0.2199180126190185,0.1738946437835693,1.8070312,2.2515554,0.0703604,7.470593214035034,7,500,150,B,256,235
3,0.1896374225616455,0.1446571350097656,0.1908481121063232,0.1573758125305175,1.7348274,1.948513,0.05338,42.0091598033905,452,500,150,B,246,235
4,0.2162768840789795,0.1636278629302978,0.231266975402832,0.1803672313690185,2.2514649,2.0468007,0.035803,48.129618883132935,490,500,150,A,253,255
5,0.197732925415039,0.157118558883667,0.2241706848144531,0.1841020584106445,1.9866756,2.2048891,0.0240717,48.88029193878174,492,500,150,B,255,255
6,0.2152650356292724,0.2009961605072021,0.2253527641296386,0.173494815826416,1.8358091,2.1974236,0.0959062,44.563435792922974,426,500,150,B,265,236
7,0.2001099586486816,0.1458556652069091,0.2984976768493652,0.2028379440307617,2.1824663,2.0987471,0.0654736,46.36072540283203,461,500,150,B,242,250
8,0.2177331447601318,0.13810396194458,0.2257304191589355,0.2243623733520507,2.3478523,1.9746355,0.0990643,44.98222351074219,427,500,150,A,253,248
9,0.201404333114624,0.1470279693603515,0.2243006229400634,0.2020118236541748,1.8443708,1.95342,0.0517876,45.17417192459106,454,500,150,A,236,248
10,0.1881759166717529,0.12687349319458,0.2208263874053955,0.1731419563293457,1.8311981,1.8838523,0.0272552,35.75179600715637,481,500,150,A,255,249
11,0.1557939052581787,0.1263999938964843,0.1882808208465576,0.1424558162689209,1.6050359,1.6538056,0.0489406,34.27816963195801,463,500,150,B,245,267
12,0.1572141647338867,0.125540018081665,0.1742911338806152,0.1466212272644043,1.566891,1.597264,0.0540208,33.70469689369202,446,500,150,B,250,251
13,0.1772890090942382,0.1099889278411865,0.1898047924041748,0.1423685550689697,1.5147057,1.5522149,0.0458161,33.798645973205566,464,500,150,B,255,245
14,0.1622717380523681,0.1253249645233154,0.1735148429870605,0.1431951522827148,1.495428,1.6029292,0.0810846,35.54098391532898,458,500,150,B,252,238
15,0.1620857715606689,0.1309928894042968,0.1891462802886963,0.1383752822875976,1.3738448,1.6285719,0.0593276,35.19915151596069,402,500,150,A,213,258
