Iteration,Input Generate Time,Profile Generate Time,Task Generate Time,Task Implications Time,Sender Offer Generation Time,Receiver Offer Generation Time,Decision-making Time,Running Time,Total Rounds,Input,Mapping,Sender,A_yes_counts,B_yes_counts
1,0.1335351467132568,0.0658986568450927,0.118403673171997,0.0498151779174804,0.0494088,0.0425701,0.0140099,2.9122250080108643,2,100,50,B,53,55
2,0.1620678901672363,0.1537756919860839,0.1531784534454345,0.0780565738677978,0.0813903,0.0743445,0.0,4.000544548034668,1,100,50,B,52,53
3,0.1335804462432861,0.0669925212860107,0.113034963607788,0.0501677989959716,0.0421118,0.0632902,0.0167601,2.77945327758789,2,100,50,A,46,53
4,0.1314363479614257,0.0837574005126953,0.1151032447814941,0.050926923751831,0.0497674,0.0448253,0.0,2.829238176345825,1,100,50,B,49,58
5,0.1331439018249511,0.0875196456909179,0.1163854598999023,0.0684688091278076,0.0496662,0.046665,0.0,2.7854855060577397,1,100,50,A,52,50
6,0.1352372169494629,0.0678746700286865,0.1135263442993164,0.0637707710266113,0.0544444,0.0484499,0.0165493,2.9792473316192627,5,100,50,B,54,56
7,0.1501009464263916,0.100269079208374,0.1170637607574462,0.0445179939270019,0.0539704,0.0464355,0.0145097,2.763480424880981,4,100,50,A,50,51
8,0.1296770572662353,0.0677170753479003,0.1130332946777343,0.0499992370605468,0.0461502,0.0353413,0.0158309,2.863828420639038,3,100,50,A,44,38
9,0.1547052860260009,0.0770606994628906,0.1056692600250244,0.0533294677734375,0.0422749,0.0467903,0.0130231,2.747459650039673,9,100,50,A,44,51
10,0.131091833114624,0.0761709213256836,0.1131553649902343,0.0506527423858642,0.0566483,0.0457651,0.0,2.84726357460022,1,100,50,B,53,55
11,0.1178243160247802,0.0672240257263183,0.1213304996490478,0.0540392398834228,0.0481963,0.0416191,0.0101597,3.767313480377197,81,100,50,A,54,48
12,0.1162662506103515,0.0667355060577392,0.1203260421752929,0.045809268951416,0.038338,0.0450524,0.0129571,2.6788923740386963,2,100,50,B,48,44
13,0.140089750289917,0.0836703777313232,0.1100940704345703,0.051934003829956,0.0500146,0.0397742,0.0,2.77686071395874,1,100,50,A,55,36
14,0.129180908203125,0.0674581527709961,0.0989000797271728,0.0502936840057373,0.0446237,0.0400692,0.0129325,2.668093681335449,9,100,50,B,51,49
15,0.1213514804840087,0.0677947998046875,0.1167030334472656,0.0496809482574462,0.0425477,0.0465902,0.0074113,3.749044895172119,84,100,50,A,50,52
